Video URL,Title,Description,Channel Title,Keyword Tags,YouTube Video Category,Topic Details,Video Published at,Video Duration,View Count,Comment Count,Captions Available,Caption Text,Location of Recording
https://www.youtube.com/watch?v=6UpR61hU6ys,Kasam ki kasam | New Couple Lesbian Love Story | sad love story | New Hindi Song| Cute Lesbian Story,"Kasam ki kasam | New Couple Lesbian Love Story | sad love story | New Hindi Song| Cute Lesbian Story




Cover credit-
Vocals- Swati Mishra
Lyrics- Fatma Khatoon
Music, mixed and mastered by- Mohit (Melodic music production)


🎧 Song Credits:
Song: Main Yahaan Hoon
Singer: Udit Narayan
Music: Late Madan Mohan
Music Recreated by: Sanjeev Kohli
Lyrics: Javed Akhtar




#JanamDekhLo#MainYahaanHoon #Heart Touching Lesbian Love story
#LesbianLoveStory #BewafaPyaar #kyukiitnapyartumko #hearttouchinglovestory #hindisong #romanticsong 
_________________________________________________________________
Video credit :
Cast - megha & koyel
DOP : manash
Edit : Jeet
Story : Deep
Supporting By - Team Six masala

cover song
#viralsongstatusg
#trendingsong
#hindisong
#sadsong
#romanticsong#Heart Touching Lesbian Love story
#LesbianLoveStory #BewafaPyaar #kyukiitnapyartumko #hearttouchinglovestory #hindisong #romanticsong
a romantic love song,
Hindi love songs,
Sad Song,
#Cover​​ #Romatic​​ #EKtarfaPyar​​ #latestcoversong​​ #OneSidedLove​ #beautifulcover​ #2021​ #heartbreak​ #Song​ #4k​ #Trending,#EkTarfa​Pyar
#SadHeartTouchingLoveStory #EkTarfa​Pyar",Top Gear,"heart touching love story,cute lesbian couples,lesbian couples,10 famous lesbian couples in hollywood,cutelove,90s best romantic song,old is gold,sushma seth,hindi songs,cute love story,do lafzo mein likh di maine apni prem kahani,cute love storty,husband wife love story,lesbian love story song,lasbian,lesbian,new song,love story,new lesbian,lesbian song,do lafzo mein,lesbian love story",10,"https://en.wikipedia.org/wiki/Music,https://en.wikipedia.org/wiki/Music_of_Asia",2024-11-16T12:30:06Z,0:06:08,2791709,174,False,,{}
https://www.youtube.com/watch?v=VbaN95kFqt4,Agar Tum Mil Jao | Romantic Lesbian Love Story | Sad Love Story | Old Hindi Song | lesbian video,"Agar Tum Mil Jao | Romantic Lesbian Love Story | Sad Love Story | Old Hindi Song | lesbian video

Cast : Megha &  Sreetoma 
Story : JeetTUBE Team
Director : Jeet 
Editor : Jeet 
DOP : Jeet

Cover Song Credits:
Singer: Debolinaa Nandy
Music arrangement : Arnab Chowdhury
Mixing mastering :Soumen 
Studio: Gaanbajna
D.O.P: Aniket Mukherjee
Director : Papan Subhendu Mondal 
Costume designer : Rudra Saha 
Makeup and Hair: Kishore Rai

Original Song Credits:
Song Name - Agar Tum Na Hote (Humein Aur Jeene Ki Chahat)
Movie: Agar Tum Na Hote (1983)
Singer: Lata Mangeshkar, Kishore Kumar
Lyrics: Gulshan Bawra
Music Director: R.D.Burman
Director: Lekh Tandon 
Music Label: Sony Music Entertainment India Pvt. Ltd

#agartummiljao 
#agartumnahote 
#NainoSeNain
#LesbianLoveStory
#Jeettube
#RominticLasbianLoveStory
#HindiSong2023
#CuteLoveStory

Nahin marna ganwaara pyaar
Mein tum se ye kehana hai
Tumhe bhi zinda rehana hai
Mujhe bhi zinda rehana hai

Kabhi aasaan kabhi mushkil
Ajab hai pyaar ki raahe
Kabhi aasaan kabhi mushkil
Ajab hai pyaar ki raahe
Magar jo pyaar karate hain
Kabhi bharate nahin aahen
Hawaao ne ye kaha
Fizaao ne ye kaha
Aai pyaar ki ye rrut badi
Tufaani tu darna na o meri rani
Badalega ye mausam ari deewaani
Ham likhenge prem kahani
Kabhi aasaan kabhi mushkil
Ajab hai pyaar ki raahe
Kabhi aasaan kabhi mushkil
Ajab hai pyaar ki raahe
Magar jo pyaar karate hain

Kabhi bharate nahin aahen
Hawaao ne ye kaha
Fizaao ne ye kaha
Aai pyaar ki ye rrut badi
Tufaani tu darna na o meri rani
Badalega ye mausam ari deewaani
Ham likhenge prem kahani

Gardish me hi sahi ye
Sitaare hamnashin
Gardish me hi sahi ye
Sitaare hamnashin
Dhoondhegi kal hame ye
Bahaare hamnashin
Imtehaan pyaar
Ke roz hote nahin
Pyaar waale kabhi
Sabr khote nahi
Mohabbat ho hi jaati hai
Mohabbat ki nahi jaati
Ye aisi chiz hai jo sabake
Hisse me nahi aati
#forextrading 
#Hawaon Ne Ye Kaha
#heart broken love story
#na
#love 
#avicreation 
#love story
#romance
#romantic
#rab na kare
#ke ye zindagi
#kabhi kisi ko
#daga de
#kisi ko rulaye na dil ki lagi
#rab
#kare
#ye
#zindagi
#daga
#rulaye
#sad hindi song
#heart
#broken
#song
#new songs latest 2019 hits
#love song
#new sad song
#emotional love story
#alipsad love story
#emotional songs
#hit sad song
#babbu mann
#love sad song
#killer version
#romantic killer""
#Dil_Todne_Wali_Tu_Ja
#Tere_Liye_Duniya_Bhula_Du
#tereliyeduniyabhuladu
#tumseshikayat
#Love_Station
#sapnemeindekhutere
#humtumkonighonmein
#humtumko
#Pehlidafa
#kabir
#suryatiyasha
#mujhkorulakekyamila
#mujhko_Rulake_kya_mila
#chahungameintujhehardam
#chahungamein
#chahungameinsatyajeetjena
#PehliBarMohabbatKiHai
#pehlipehlibar
#TuneMujhePehchanaNahi​​​​​
#Zindagiteranaal​​​​​
#Roi_Na​​​​​
#Roi_na_Je_Yaad_Meri_Aayi_Ve​​​​​
#Tumse_Shikayat_Hai​​​​​
#Tere_Bina​​​​​
#terebina​​​​​
#tereishqmein​​​​​
#Dupattatera​​​​​
#Cute_Love​​​​​
#tuayakiunahi​​​​​
#tuayakiunahi​​​​​
#YehKaaliKaaliAankhen​​​​​
#janewalelautkar​​​​​
#husnhaisuhana​​​​​
#Husnhaisuhanaremix​​​​​ 
#Whatsapplovestutas​​​​​
#HusnHaiSuhanaStutasVideo​​​​​
#Govinda​​​​​ 
#KarismaKapoor​​​​​
#remix​​​​​
#bolywood​​​​​
#SchoolLoveStory​​​​​
#lovestory​​​​​
#lovesongs​​​​​
#hindisong​​​​​
#lovesong​​​​​
#sadsong​​​​​
#song​​​​​
#newsong​​​​​
#songs​​​​​
#lovestorysong​​​​​
#lovestorysongs​​​​​
#romanticsongs​​​​​
#hindisadsong​​​​​
#hindisongs​​​​​
#newhitsong​​​​​
#hindilovesong​​​​​
#schooltimelovestory​​​​​

                                       Thanks For Watching",Sreyan official,"Agar Tum Mil Jao,Romantic Lesbian Love Story,Sad Love Story,Cute Love Story,love story,heart touching love story,lesbian love story,hindi songs,90s best romantic song,kyon ki itna pyar,alka yagnik,lesbian couples,lesbian couple,cute lesbian couples,kyon ki itna pyar song,lesbain video,romantic lasbain,romantic video,lesbian ships,cute love storty,lesbian love story song,hindi lesbain,indian lesbain,lesbain songs,indian lesbain video",10,"https://en.wikipedia.org/wiki/Music,https://en.wikipedia.org/wiki/Music_of_Asia",2024-11-30T05:00:32Z,0:04:24,733031,62,False,,{}
https://www.youtube.com/watch?v=Hu-7r9iwKGY,Crush || a Romantic Love Tale Between Two girls||LGBT Short Film|With English Subtitles|By k & Team,"https://youtu.be/Hu-7r9iwKGY?si=Irkja-kmxsl2mIhl
Watch Latest Lesbian KFILM 
C   R   U   S   H  

{ A Story  Between Two girls 
Working In a Move Theater 
In a Night After second Show
They Start Fun Each Other
& fall In love with Kissing Lips
Check Out unfold The story }

If You Like Our Content 
Please Do Like Share & 
Subscribe @kfilmssss 




Check out latest Romantic Lesbian Film { Ladies NIGHT }
https://youtu.be/s33Qt__sS1I?si=xl8uItEiRoZc0WrV


https://youtu.be/WHwuHFmUvBg?si=s3Z_luk2TBwQftw0
Check Out Latest Indian lesbian film 
K I S S
A Romantic Love Tale Between Two girls in a party Night


Kfilms blockbuster s
Check Out! 👇

 https://youtu.be/lqIe8yqmLGs?si=f9suJoSupqSAbizh
Check Out :
 Newly Updated Version 

It's Love (Part One )
With English Subtitles 


Check out our latest Lesbian KFILMS  block Buster's 


https://youtu.be/InbALWmNFvw?si=U23CpVFJrZS2LXf2
( The Next Door)

https://youtu.be/S68kGw963Jo?si=yxuf6yTPlOUyuk7r
 ( Siblings )

https://youtu.be/6q_PiUWg-Hk?si=jamU13jwHP21ITnN
 ( L I E )

https://youtu.be/mS-5mQhpykU?si=GyriPrlWeJLGqb-S
 ( What's Left )

https://youtu.be/jGxvASRR0Ik?si=w7S4VQ3vjkypCnHh
 ( The Tie Bind)

https://youtu.be/5mS4AKmtRdk?si=nTo0f2oTeE-gVQ_d
 ( Making Of Indian lesbian film)
Love Actually 

https://youtu.be/mLbxBhZG-n0?si=fGdBXVKpi1joG_g7
 ( L A K E )

https://youtu.be/sja_hksOjsw?si=gX93d5kVKHMA-zbE
 ( G U E S T )

https://youtu.be/YuVuULARC8Y?si=ZsKwjktYYIE-8iZn
  ( u S )

If You like Our content 
Please Do Like Share & Subscribe 

Mail us if Any Paid Collab and
Business work
kfilms78@gmail.com 
Mail 💌",KFILMS ORIGINAL S ,"#Lesbianfilms,#Lgbt,#LBGTQ,#Girlskisseachother,#Girls,#Kissinggirls,#Intimacy,#Desire,#Love,#Lust,#Englishfilms,#Latestfilms,#Shortfilms,#Films,#Queerpride",24,"https://en.wikipedia.org/wiki/Entertainment,https://en.wikipedia.org/wiki/Film",2024-12-22T05:46:05Z,0:08:13,11939,4,True,[Music] [Music] dude okay hang [Music] back dude a watched core never pops it literally just did you cleaned out 4 and seven yep that was quick I didn't say I did a good job what's the next screening partner at midnight what time is it uh 10 2 hours who scheduled this that sucks you're being dramatic can we play a game or something sure great what game what is wrong with you you literally have the best game you're game master hello could I have 400 popcorns please coming right up and could you hand remove all of the unpopped kernels for sure and after you give it to me just so we are on the same page I'm going to spill it all over the floor fantastic and then step on it perfect I hate you okay G okay what are the odds what are the odds like the game what are the odds so I say something like what are the odds you do cartwheels across the lobby well I would just do that no the point is you pick a number and then we can count down from three and say any number between that number and one so say a number 500 well pick something like under 20 or else it isn't that fun you can kind of think of it like if there's a 20% chance you'll do something you'd pick five the lower the number the more uh intense okay five great now count down 3 2 1 two so you don't have to do it that's it okay yeah I mean the smaller the odds the more exciting yeah that's it um okay what are the odds you actually clean theater 7 I don't want to I will help you okay seven 3 2 one six we'll do it after we close okay fine okay your turn what are the odds you drink straight from the soda machine um let's go with 20 Bo 20 I did seven that's like a 5% chance you cheater come on AR there cameras in here yeah davee doesn't check them you want me to stick my head under that thing yes come on you come on I was going to do cartwheels countdown 3 2 1 2 okay fine but you need to help me get my hair like this okay got it ready are you okay okay h on hang on are you okay it's like all over you yeah I'm fine thanks that was funny that was funny okay now it's your turn what are the odds you [Music] you I can't think of one it's okay I have one actually can can I go again or I'll allow it okay and if someone like doesn't want to do something they can just say no right sure okay Ally yeah what are the odds we kiss um how's one and three one and three is good yeah it's good okay 3 2 1 so it doesn't happen yeah I mean that's just the game right right [Music] what do the odds we do that again [Music] music f i Jack,{}
https://www.youtube.com/watch?v=AdBzzpq3xV4,"Lady Gaga, Bruno Mars - Die With A Smile","Lady Gaga, Bruno Mars - Die With A Smile
» Descargar:


» Apoyo Lady Gaga:
@LadyGaga 



(Lyrics):
[Intro: Lady Gaga]
(Ooh, ooh)

[Verse 1: Bruno Mars]
I, I just woke up from a dream
Where you and I had to say goodbye
And I don't know what it all means
But since I survived, I realized

[Pre-Chorus: Bruno Mars]
Wherever you go, that's where I'll follow
Nobody's promised tomorrow
So I'ma love you every night like it's the last night
Like it's the last night

[Chorus: Bruno Mars]
If the world was ending
I'd wanna be next to you
If the party was over
And our time on Earth was through
I'd wanna hold you just for a while
And die with a smile
If the world was ending
I'd wanna be next to you

[Post-Chorus: Lady Gaga]
(Ooh, ooh)

[Verse 2: Lady Gaga, Lady Gaga & Bruno Mars]
Ooh, lost, lost in the words that we scream
I don't even wanna do this anymore
'Cause you already know what you mean to me
And our love's the only one worth fighting for

[Pre-Chorus: Lady Gaga & Bruno Mars]
Wherever you go, that's where I'll follow
Nobody's promised tomorrow
So I'ma love you every night like it's the last night
Like it's the last night

[Chorus: Lady Gaga & Bruno Mars, Lady Gaga]
If the world was ending
I'd wanna be next to you
If the party was over
And our time on Earth was through
I'd wanna hold you just for a while
And die with a smile
If the world was ending
I'd wanna be next to you

[Bridge: Bruno Mars, Lady Gaga & Both]
Right next to you
Next to you
Right next to you
Oh-oh
[Chorus: Lady Gaga, Lady Gaga & Bruno Mars, Bruno Mars]
If the world was ending
I'd wanna be next to you
If the party was over
And our time on Earth was through
I'd wanna hold you just for a while
And die with a smile
If the world was ending
I'd wanna be next to you
If the world was ending
I'd wanna be next to you

[Outro: Lady Gaga, Lady Gaga & Bruno Mars]
(Ooh, ooh)
I'd wanna be next to you

Tags:
Die With A Smile
Lady Gaga Die With A Smile
Lady Gaga Die With A Smile Lyrics
Lady Gaga Bruno Mars Die With A Smile
Wherever you go that's where I'll follow
Nobody's promised tomorrow
So I'ma love you every night like it's the last night
Like it's the last night
If the world was ending
I'd wanna be next to you
If the party was over
And our time on Earth was through
I'd wanna hold you just for a while
And die with a smile
If the world was ending
I'd wanna be next to you
Die With A Smile Lyrics

#BrunoMars #LadyGaga #DieWithASmile #Lyrics 

Contact: latinhypes@gmail.com",LatinHype,"Die With A Smile,Lady Gaga Die With A Smile,Lady Gaga Die With A Smile Lyrics,Lady Gaga Bruno Mars Die With A Smile,Wherever you go that's where I'll follow,Nobody's promised tomorrow,If the world was ending,I'd wanna be next to you,If the party was over,And our time on Earth was through,I'd wanna hold you just for a while,And die with a smile,Die With A Smile Lyrics,die with a smile,lady gaga die with a smile,lady gaga die with a smile lyrics,lady gaga,pop",10,"https://en.wikipedia.org/wiki/Music,https://en.wikipedia.org/wiki/Pop_music",2024-08-26T07:38:57Z,0:04:15,68477840,9531,True,[Music] [Applause] [Music] I I just woke up from a Dream well you and I had to say goodbye and I don't know what it all means but since I survived I realized whereever ever you go that's where I follow nobody's promise tomorrow so I'm going love you every night like it's the last night like it's the last night if the world was ending I want to be next to you if the party was over and all time on Earth was through o I want to hold you just for a while and down with the St if the world was ending God want to be next to [Music] you oh L lost in the word that we scream I don't even want to do this anymore cuz you already know what you mean to me and all love the I want we fighting for wherever you go that's where I follow nobody's promis tomorrow so I'm going love you every night like it's the last night like it's the last night if the world was ending I want to be next to you if the party was over and dark time of I was through I'm going to hold you just for a while and up with the smile if the world was ending i' want to be next to you right next to you next to you right next to you [Applause] if the world was Landing I'd want to been next to you if the party was so that time on Earth was soon I want to told you just for a while and die with the smile if the world was ending I want to be next to you if the world was ending I want to be next to you [Applause] [Music] [Applause] [Music] want to be next to [Music],{}
https://www.youtube.com/watch?v=VCNLZflKQ7o,"Tere Hawaale - Full Video | Laal Singh Chaddha | Aamir, Kareena | Arijit, Shilpa | Pritam, Amitabh","🎶 Experience the Deep Emotions of ""Tere Hawaale"" from the Critically Acclaimed Laal Singh Chaddha 🎶

Watch the full video of ""Tere Hawaale,"" a soul-stirring track from Laal Singh Chaddha, featuring Bollywood legends Aamir Khan and Kareena Kapoor Khan. This beautiful song, composed by the masterful Pritam and delivered by the heartfelt voices of Arijit Singh and Shilpa Rao, is a powerful expression of love and devotion. The lyrics by Amitabh Bhattacharya perfectly capture the movie's emotional depth, making ""Tere Hawaale"" a standout track.

Laal Singh Chaddha Movie Songs are quickly becoming fan favorites, with ""Tere Hawaale"" leading the way as a top choice for those who love romantic Bollywood songs with a deep emotional core. Whether you’re searching for emotional Hindi songs or a Bollywood love song to add to your playlist, this track is sure to leave a lasting impression.

✨ Key Highlights:
Star Cast: Aamir Khan, Kareena Kapoor Khan
Music Composer: Pritam
Vocals: Arijit Singh, Shilpa Rao
Lyrics: Amitabh Bhattacharya
Movie Directed by: Advait Chandan

Why ""Tere Hawaale"" Should Be on Your Playlist:
Touching lyrics that speak to the heart.
The captivating chemistry between Aamir Khan and Kareena Kapoor.
Pritam's masterful composition that lingers in your mind.

Don’t Forget to:
Subscribe to our channel for more Bollywood emotional songs and exclusive content from Laal Singh Chaddha!
Turn on notifications to be the first to watch our latest videos.

Explore More:
Aamir Khan Romantic Songs
Arijit Singh Emotional Hits
Best of Arijit Singh Mashup
Best of Arijit Singh
Arijit Singh Sad Songs
Arijit Singh Song Status
Arijit Singh New Songs
Songs Sad Arijit Singh
Arijit Singh Songs Sad
Latest Songs Arijit Singh
Latest Romantic Songs Arijit Singh
Arijit Singh Amir Khan New Song
Arijit Singh Lofi Songs
Kareena Kapoor Latest Songs
Hot Songs Latest of Kareena Kapoor
Pritam Bollywood Music
Heartfelt Bollywood Songs
Amitabh Bhattacharya Best Lyrics
New Bollywood Love Songs
Top Hindi Songs for 2024
Hindi Songs Bollywood
Bollywood Songs About Heartbreak
Best Hindi Movie Songs for Long Drives
Romantic Bollywood Songs with Deep Lyrics
Soulful Songs for Hindi Music Lovers
Underrated Bollywood Love Songs
Hindi Songs That Tell a Story
Aamir Khan and Kareena Kapoor Movie Songs
Shilpa Rao All Songs
Shilpa Rao Songs Live Performance
Shilpa Rao New Songs
Latest Hindi Songs
New Hindi Songs

#TereHawaale #LaalSinghChaddha #AamirKhan #KareenaKapoor #ArijitSingh #Pritam #BollywoodLoveSongs #EmotionalHindiSongs #FullVideoSong #NewBollywoodHits #RomanticBollywoodSongs #SoulfulBollywoodSongs #BollywoodMusic2024",Explore With Liana,"tere hawale kar diya arijit singh,tere hawale kar diya slowed and reverb,tere hawale kar diya song lyrics,tere hawale aamir khan song,tere hawale amitabh bhattacharya,tere hawale laal singh chaddha lyrics,tere hawale laal singh chaddha movie song,tere hawale laal singh chaddha video,tere hawale arijit singh lyrics,tere hawale arijit singh slowed reverb,tere hawale arijit singh audio song,tere hawale kar diya,tere hawale arijit singh song lyrics",22,"https://en.wikipedia.org/wiki/Film,https://en.wikipedia.org/wiki/Music,https://en.wikipedia.org/wiki/Music_of_Asia,https://en.wikipedia.org/wiki/Pop_music,https://en.wikipedia.org/wiki/Soul_music",2024-08-16T10:15:14Z,0:06:33,7117190,590,False,,{}
https://www.youtube.com/watch?v=1H3s8obvmGw,"Raanjhana ve! (slowed×reverb)@gauravarya009,Antara mitra|Uddipan| Sonu| Love song (lofi)Soham Naik","Raanjhana ve! (slowed×reverb)‎@gauravlofi ,Antara mitra|Uddipan| Sonu| Love song (lofi)Soham Naik
#love 
#love
#lofi 
#trending 
#music 
#slowed 
#youtube 
#studio 
#instagram 
#instagramsong 
#lovesong 
#song #reverb 
#reels  ❣️💚
Thanks for watching 💕👀
 
Guys plz subscribe...",Gaurav Zx,"#trending,#love,#youtube,#music,#lofi,#instagram,#studio,#song,#songs,#slowed",10,"https://en.wikipedia.org/wiki/Music,https://en.wikipedia.org/wiki/Music_of_Asia,https://en.wikipedia.org/wiki/Pop_music",2023-06-06T06:11:33Z,0:05:01,76019909,12179,False,,{}
https://www.youtube.com/watch?v=YfFp5688MYk,Arash - Pure Love,"The video for Arash ""Pure Love""",Power House,"arash,pure,love,video",10,"https://en.wikipedia.org/wiki/Electronic_music,https://en.wikipedia.org/wiki/Music,https://en.wikipedia.org/wiki/Music_of_Asia,https://en.wikipedia.org/wiki/Music_of_Latin_America,https://en.wikipedia.org/wiki/Pop_music",2009-09-04T11:46:41Z,0:04:12,80952669,18175,False,,{}
https://www.youtube.com/watch?v=DDBUrQ8bdlc,"Bujji Thalli Lyrical | Thandel |Naga Chaitanya, Sai Pallavi | Javed Ali |Shree Mani |Devi Sri Prasad","Feel the magic in every note with the magical music of the song '#BujjiThalli' from the movie #Thandel! Starring Naga Chaitanya and Sai Pallavi, with mesmerizing vocals by Javed Ali and beautiful music by Devi Sri Prasad. A melody so captivating, everyone will fall in love with it. 

Stay updated with the latest videos, Subscribe on the link - http://bit.ly/adityamusic
Click here to share on Facebook- https://bit.ly/3v3iHeg   

""Bujji Thalli"" song is Now streaming across all OTT platforms🎶
https://bfan.link/Bujji-Thalli-Full-Song

Song Name : Bujji Thalli
Singer: Javed Ali
Lyricist: Shree Mani
Music : Devi Sri Prasad
Keyboards: Vikas Badisa, Ravikrishnan & Chaitanya
Rhythms: Kalyan
Solo Violin: Manoj
Live Violins performed by “Chennai Orchestra”
Live violin conducted by J Chitty Prakash Rao
Live strings Recorded by Adarsh Narayanan 
Assisted by Thanushree at Studio Uno Records
Album Mixed & Mastered by A. Uday Kumar @ “DSP Studio – Chennai”
Album Recorded by A. Uday Kumar,T. Uday Kumar & Suresh Kumar Taddi.
Vocal Supervision: S . P . Abhishek
Orchestra In-Charge:Murugan
Studio Asst: Pugalendhi, Dhinakaran & Bharat
Album Co-ordinator: B.Manikandan

Cast: Naga Chaitanya, Sai Pallavi & Others

Movie Name : Thandel
Presenter: Allu Aravind
Production House: Geetha Arts
Written and Directed: Chandoo Mondeti
Producer: Bunny Vas
Co Producers: Bhanu Prathapa, Riyaz Chowdary
Line Producer: Babu
Executive Producer: Satya Gamidi
Music: Devi Sri Prasad
Cinematographer: Shamdat (ISC)
Editor: Navin Nooli
Production Designer: Sri Nagendra Tangala
Story : Kartheek Theeda
Choreographer: VJ Sekhar
Fights: Supreme Sundar, V Venkat, Vikram Mor
Lyrics: Sreemani, Jonnavithula Ramalingeswara Rao
Sound designer : K Raghunath
Chief Co-Director: Vijay Gowtham Raju
Co-Director: Ram Naresh Nunna
Chief - AD: Kiran Bejjanki
Direction Department: Yogi Ananth Krishna K, Srinivas VSV, Anil Kumar Jangala, Srinath Kodumuri, D/o Gopal Reddy , Vivek Borusu, Dingi. Praveen Reddy.
Avid Editor: N. Durga Prakash
Associate Editor: Srinivas Nadiminti
Online Editor: Goutham Nerusu
Production Executive: K Umasankar Raju
Production Managers: Ravuri Jyothi Krishna Swaroop, Polina Sri Ram
Cashier: Kuppala Vishnu Murthy
PRO: Vamsi-Shekar
Digital: Vishnu Thej Putta
Publicity Designer: Anil, Bhanu
Publicity Manager: Kamal Haripuram
Marketing: First Show
DI: Annapurna Studios
Stills: Sai Ram Maganti
Audio On Aditya Music

#BujjiThallisong  #Thandel #Thandelmovie #Thandeltrailer #NagaChaitanya #SaiPallavi #Devisriprasad #DSP #ChandooMondeti #JavedAli #Telugusongs #Telugulovesongs #Telugumovies #Latesttelugusongs #Adityamusic 
------------------------------------------------------------------------------------------
Enjoy and stay connected with us!!
►Subscribe us on Youtube: http://bit.ly/adityamusic
►Like us on Facebook: http://www.facebook.com/adityamusic
►Follow us on Twitter: http://www.twitter.com/adityamusic
►Follow us on Instagram: https://www.instagram.com/adityamusicindia
►Follow us on LinkedIn: http://bit.ly/2Pp6ze3

SUBSCRIBE Aditya Music Channels for unlimited entertainment:
►For South Indian Dubbed Movies in HD: http://www.youtube.com/Adityamovies
►For Songs with Telugu Lyrics: https://bit.ly/3cpQuFH
►For Devotional Songs: http://www.youtube.com/AdityaDevotional

→""మా పాట మీ నోట"" Telugu Lyrical Songs https://www.youtube.com/@mapaatameenota
→Fresh Arrivals - https://bit.ly/4cPYetG
→Telugu Full Video Songs - https://bit.ly/4cQIRB6
→Party Mix Telugu Songs - https://bit.ly/3X9kx82

© 2024 Aditya Music India Pvt. Ltd.",Aditya Music,"Bujji Thalli,Bujji Thalli Song,Bujji Thalli Lyrical Song,Thandel,Thandel Movie,Thandel Songs,Thandel Movie Songs,Thandel Movie Trailer,Naga Chaitanya,Naga Chaitanya Songs,Naga Chaitanya Movies,Thandel bujji thalli song,Sai Pallavi,Sai Pallavi Dance,Sai Pallavi Songs,DSP Songs,DSP Hit Songs,Javed Ali Songs,Telugu Songs,Telugu New Songs,Latest Telugu Songs,Telugu Latest Songs,Telugu Melody Songs,Telugu Love Songs,Telugu Songs New,Telugu Song",10,"https://en.wikipedia.org/wiki/Film,https://en.wikipedia.org/wiki/Music,https://en.wikipedia.org/wiki/Music_of_Asia,https://en.wikipedia.org/wiki/Pop_music",2024-11-21T12:25:05Z,0:04:34,35875158,10423,False,,"{'locationDescription': 'Hyderabad', 'location': {'latitude': 17.406498, 'longitude': 78.4772439, 'altitude': 0}}"
https://www.youtube.com/watch?v=9XKviOF0bso,Heart-Breaking Love Story Of Srijana Subedi & Bibek Pangeni | Life Story & Biography,"In This Video We Are Talking About Social Media's Famous Couple Srijana Subedi & Bibek Pangeni's Love Story





#srijanasubedibibkepangenivideo
#srijanasubedivideo
#srijanabibekhusband
#bibekpangenilovestory
#viralsadcouple
#srijanasubedilovestory
#srijanasubedisadvideo
#srijanbibekvideo
#viralcancercouple
#viralvideo
#truelovestory",Stories With Abhii,"srijanasubedivideo,srijanasubedibibkepangenivideo,srijanabibekhusband,bibekpangenilovestory,viralsadcouple,srijanasubedilovestory,srijanasubedisadvideo,srijanbibekvideo,viralcancercouple,viralvideo,truelovestory",22,https://en.wikipedia.org/wiki/Entertainment,2024-12-21T12:36:59Z,0:05:03,31047,20,False,,{}
https://www.youtube.com/watch?v=rnHdifbOKEc,I Love You - Céline Dion (Karaoke Version),"#karaokeversion #karaokesongs #karaoke

I Love You - Céline Dion  (Karaoke Version)  

This is from KaraokeyTV Version Of "" I Love You""
Thank You For Watching Guys!
Hope You Like This Video
Note: You can use this instrumental for your covers just include credits and link of this video into your description and please do Subscribe! ;) 
Thank you!

Please Do Not Re-upload This Instrumental To Another Karaoke Channel. Thank You!

Song: I Love You 
Artist: Céline Dion
Cover by: KaraokeyTV

Original Source: https://youtu.be/JAeUm1kJrlI?list=RDJAeUm1kJrlI

Credits to: Respective Owner

Background video:
https://youtu.be/JlKnTBgIswI

Subscribe to my channel:
https://www.youtube.com/channel/UCNbFgUCJj2Ls6LVzBbL8fqA

Facebook: https://www.facebook.com/rassellda.tinderella

Disclaimer! 
No copyright is claimed and to the extent that material may appear 
to  be infringed, I assert that such alleged infringement 
is permissible under fair use principles and U.S. copyright law.
If you believe material have been used in an unauthorized manner, 
please contact the poster. 
(Rassellsanpedro003@yahoo.com)
(https://www.facebook.com/rassellda.tinderella)",KaraokeyTV,"i love you - céline dion,karaokeyTV,karaoke songs,i loev you - céline dion,i love you - céline dion cover by vanny vabiola,i love you - céline dion cover by vanny vabiola reaction,i love you - céline dion cover,i love you céline dion karaoke,i love you céline dion lyrics,i love you céline dion traduction français,i love you céline dion traduzione italiano,i love ytou - céline dion cover by vanny vabiola,i love ytou - céline dion cover,i loev you - céline dion live",10,"https://en.wikipedia.org/wiki/Music,https://en.wikipedia.org/wiki/Pop_music",2024-11-21T08:09:09Z,0:05:44,5424346,58,False,,{'recordingDate': '2024-11-21T00:00:00Z'}
